30.03	29.962464
30.06	29.963403
30.078	29.965281
30.119	29.963403
30.131	29.962464
30.164	29.963403
30.191	29.964342
30.21	29.962464
30.243	29.962464
30.285	29.963403
30.297	29.963403
30.318	29.962464
30.356	29.961525
30.389	29.963403
30.415	29.962464
30.445	29.960589
30.467	29.961525
30.504	29.963403
30.527	29.962464
30.563	29.961525
30.593	29.960589
30.624	29.962464
30.654	29.963403
30.7	29.961525
30.711	29.960589
30.741	29.962464
30.771	29.961525
30.796	29.95965
30.843	29.961525
30.856	29.963403
30.881	29.962464
30.915	29.960589
30.95	29.960589
30.976	29.962464
31.02	29.962464
31.039	29.960589
31.063	29.960589
31.106	29.95965
31.126	29.961525
31.178	29.961525
31.199	29.960589
31.226	29.961525
31.248	29.960589
31.284	29.960589
31.314	29.960589
31.339	29.961525
31.367	29.960589
31.406	29.95965
31.439	29.958711
31.483	29.960589
31.508	29.961525
31.525	29.95965
31.561	29.958711
31.608	29.95965
31.645	29.960589
31.662	29.95965
31.704	29.95965
31.745	29.958711
31.779	29.960589
31.814	29.958711
31.837	29.960589
31.863	29.95965
31.91	29.961525
31.938	29.95965
31.96	29.958711
32.009	29.961525
32.038	29.961525
32.072	29.95965
32.095	29.95965
32.139	29.95965
32.177	29.960589
32.21	29.960589
32.253	29.960589
32.276	29.960589
32.314	29.960589
32.35	29.95965
32.384	29.95965
32.415	29.961525
32.463	29.960589
32.487	29.95965
32.519	29.958711
32.556	29.960589
32.595	29.961525
32.625	29.95965
32.675	29.958711
32.693	29.95965
32.718	29.960589
32.764	29.95965
32.81	29.95965
32.835	29.95965
32.878	29.960589
32.921	29.958711
32.945	29.95965
32.978	29.958711
33.026	29.95965
33.065	29.958711
33.086	29.95965
33.123	29.95965
33.171	29.960589
33.203	29.958711
33.242	29.958711
33.262	29.958711
33.317	29.960589
33.345	29.958711
33.388	29.957772
33.418	29.958711
33.455	29.958711
33.518	29.956836
33.545	29.958711
33.572	29.957772
33.615	29.95965
33.658	29.957772
33.702	29.956836
33.734	29.956836
33.773	29.958711
33.808	29.957772
33.848	29.955897
33.881	29.956836
33.928	29.957772
33.965	29.956836
34.005	29.956836
34.049	29.956836
34.079	29.957772
34.129	29.955897
34.179	29.956836
34.2	29.954958
34.24	29.956836
34.289	29.955897
34.315	29.955897
34.353	29.955897
34.396	29.956836
34.442	29.955897
34.492	29.954958
34.516	29.954958
34.557	29.956836
34.609	29.955897
34.643	29.954958
34.699	29.955897
34.727	29.955897
34.768	29.954019
34.814	29.955897
34.858	29.955897
34.89	29.955897
34.935	29.955897
34.973	29.954958
35.014	29.954958
35.058	29.956836
35.098	29.954958
35.141	29.954019
35.191	29.954019
35.219	29.954958
35.248	29.954019
35.316	29.954019
35.345	29.95308
35.384	29.954958
35.422	29.954019
35.472	29.95308
35.515	29.954019
35.56	29.954019
35.612	29.952144
35.66	29.954019
35.697	29.954019
35.753	29.954019
35.783	29.952144
35.829	29.95308
